SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
232575,Cash loans,F,N,Y,0,540000.0,1096020.0,59589.0,900000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.04622,-19200,-375,-1313.0,-2760,,1,1,0,1,0,0,,2.0,1,1,MONDAY,12,0,1,1,0,0,0,Other,0.3143397855736022,0.7961071603469883,0.2164029605152194,0.1485,0.1452,0.9811,0.7416,0.1264,0.16,0.1379,0.3333,0.375,0.1562,0.121,0.1891,0.0,0.0,0.1513,0.1507,0.9811,0.7517,0.1276,0.1611,0.1379,0.3333,0.375,0.1598,0.1322,0.197,0.0,0.0,0.1499,0.1452,0.9811,0.7451,0.1272,0.16,0.1379,0.3333,0.375,0.1589,0.1231,0.1925,0.0,0.0,,block of flats,0.1662,Panel,No,1.0,0.0,1.0,0.0,-811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
236287,Cash loans,M,N,N,0,148500.0,450000.0,23107.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.020713,-19706,-6569,-1849.0,-3269,,1,1,1,1,1,0,Laborers,1.0,3,3,MONDAY,10,0,0,0,0,0,0,Electricity,0.3460571837340362,0.5666918404715741,0.0214915157350364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-447.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
251750,Cash loans,F,N,N,1,135000.0,248760.0,26248.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007305,-14879,-1384,-8233.0,-4552,,1,1,1,1,1,0,High skill tech staff,3.0,3,3,SUNDAY,17,0,0,0,0,0,0,Self-employed,0.4664213060193477,0.5316456532708654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1169.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
258127,Cash loans,F,Y,N,2,135000.0,1079581.5,55251.0,886500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13948,-1040,-2407.0,-4607,14.0,1,1,0,1,0,0,Accountants,4.0,3,3,THURSDAY,9,0,0,0,0,0,0,Self-employed,0.4626416600635416,0.4656855365940075,0.221335206354466,0.0371,0.026,0.9836,0.7756,0.0093,0.04,0.0345,0.3333,0.375,0.0066,0.0294,0.0402,0.0039,0.0037,0.0378,0.027,0.9836,0.7844,0.0094,0.0403,0.0345,0.3333,0.375,0.0068,0.0321,0.0419,0.0039,0.0039,0.0375,0.026,0.9836,0.7786,0.0093,0.04,0.0345,0.3333,0.375,0.0067,0.0299,0.041,0.0039,0.0038,reg oper account,block of flats,0.0367,Panel,No,0.0,0.0,0.0,0.0,-1982.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
258233,Cash loans,M,Y,Y,1,315000.0,550980.0,43659.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0116569999999999,-14737,-820,-1335.0,-679,16.0,1,1,0,1,0,1,Laborers,2.0,1,1,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.2681560680724537,0.5658969639248427,0.2896112383820055,0.0041,0.0,0.9846,,,0.0,0.0345,0.0417,,0.0,,,,0.0,0.0042,0.0,0.9846,,,0.0,0.0345,0.0417,,0.0,,,,0.0,0.0042,0.0,0.9846,,,0.0,0.0345,0.0417,,0.0,,,,0.0,,block of flats,0.0029,Others,No,0.0,0.0,0.0,0.0,-311.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
261573,Cash loans,M,Y,Y,0,202500.0,432000.0,34258.5,432000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-10467,-1244,-4608.0,-290,4.0,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,9,0,0,0,0,1,1,Construction,0.199646045927214,0.5817993512852745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-725.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
262021,Cash loans,M,Y,Y,0,405000.0,1024740.0,52452.0,900000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.01885,-23323,365243,-4851.0,-4631,10.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.3135360968588879,0.1301285429480269,0.0742,0.138,0.9861,0.8096,0.0289,0.08,0.069,0.3333,0.375,0.0239,0.0605,0.0751,0.0,0.0,0.0756,0.1432,0.9861,0.8171,0.0292,0.0806,0.069,0.3333,0.375,0.0245,0.0661,0.0782,0.0,0.0,0.0749,0.138,0.9861,0.8121,0.0291,0.08,0.069,0.3333,0.375,0.0244,0.0616,0.0764,0.0,0.0,reg oper spec account,block of flats,0.059,"Stone, brick",No,2.0,2.0,2.0,1.0,-1799.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
263056,Cash loans,M,N,Y,0,171000.0,490500.0,25173.0,490500.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.0145199999999999,-16463,-3800,-3418.0,-22,,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 1,,0.6696430313301501,0.4686596550493113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
266022,Cash loans,F,N,N,0,112500.0,315000.0,24885.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-12289,-5106,-3002.0,-4326,,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,13,0,0,0,0,0,0,Industry: type 5,0.3755806301019902,0.2604473585904712,0.2636468134452008,0.2062,0.1095,0.9955,0.9388,0.0555,0.2,0.1724,0.375,0.4167,0.1284,0.1681,0.2362,0.0,0.0,0.2101,0.1136,0.9955,0.9412,0.056,0.2014,0.1724,0.375,0.4167,0.1313,0.1837,0.2461,0.0,0.0,0.2082,0.1095,0.9955,0.9396,0.0559,0.2,0.1724,0.375,0.4167,0.1306,0.171,0.2405,0.0,0.0,reg oper account,block of flats,0.2162,Panel,No,0.0,0.0,0.0,0.0,-1357.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
268668,Cash loans,M,Y,Y,0,144000.0,332946.0,14796.0,238500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-20939,365243,-8092.0,-4309,16.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,0.7499966870077831,0.3621573197071137,0.0005272652387098,0.0928,0.0979,0.9876,0.83,0.0484,0.0,0.2759,0.1667,0.2083,0.0822,0.0748,0.0916,0.0039,0.0039,0.0945,0.1016,0.9876,0.8367,0.0488,0.0,0.2759,0.1667,0.2083,0.084,0.0817,0.0954,0.0039,0.0042,0.0937,0.0979,0.9876,0.8323,0.0487,0.0,0.2759,0.1667,0.2083,0.0836,0.0761,0.0932,0.0039,0.004,reg oper account,block of flats,0.0994,"Stone, brick",No,2.0,1.0,2.0,1.0,-1421.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
268913,Cash loans,M,Y,N,2,180000.0,315000.0,25015.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-13560,-846,-7295.0,-4186,10.0,1,1,0,1,1,0,Laborers,4.0,1,1,WEDNESDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.2382262586852678,0.3570158788366085,0.1301285429480269,0.0619,0.0596,0.9771,0.6872,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0504,0.0335,0.0,0.0,0.063,0.0618,0.9772,0.6994,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0551,0.0349,0.0,0.0,0.0625,0.0596,0.9771,0.6914,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0513,0.0341,0.0,0.0,reg oper account,block of flats,0.0436,Panel,No,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
278649,Cash loans,F,N,N,0,180000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0105,-18258,-4665,-632.0,-1783,,1,1,0,1,0,0,Accountants,1.0,3,3,WEDNESDAY,18,0,0,0,0,0,0,School,0.5881586468844369,0.5504313996238683,0.1229554179088549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0498,,No,0.0,0.0,0.0,0.0,-1754.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
282056,Cash loans,F,N,Y,0,225000.0,983749.5,50359.5,864000.0,Family,Working,Higher education,Married,House / apartment,0.025164,-17056,-3693,-8391.0,-596,,1,1,1,1,1,0,Managers,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Other,,0.2508400644847299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-238.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
282179,Cash loans,F,Y,N,1,135000.0,485190.0,23341.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0196889999999999,-17590,-3002,-963.0,-1136,65.0,1,1,1,1,1,0,Sales staff,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Industry: type 5,0.5195966029246866,0.4136145549992752,0.5262949398096192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
283110,Cash loans,F,N,Y,0,202500.0,219249.0,17451.0,166500.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.072508,-21576,365243,-15708.0,-4661,,1,0,0,1,0,0,,1.0,1,1,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.6097859027736124,0.4014074137749511,,,0.9742,,,,,,,,,0.0674,,0.0018,,,0.9742,,,,,,,,,0.0702,,0.0019,,,0.9742,,,,,,,,,0.0686,,0.0018,,block of flats,0.0589,,No,4.0,2.0,4.0,2.0,-1304.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
290945,Cash loans,F,N,Y,0,135000.0,454500.0,19386.0,454500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-14841,-5047,-8919.0,-4330,,1,1,0,1,0,1,Laborers,2.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Industry: type 11,0.3582997877744089,0.6062628003138365,0.3409064264152384,0.0701,0.0818,0.9771,,,0.0,0.1379,0.1667,,0.0645,,0.0627,,0.006,0.0714,0.0849,0.9772,,,0.0,0.1379,0.1667,,0.066,,0.0654,,0.0064,0.0708,0.0818,0.9771,,,0.0,0.1379,0.1667,,0.0656,,0.0639,,0.0061,,block of flats,0.0506,"Stone, brick",No,0.0,0.0,0.0,0.0,-305.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
292925,Cash loans,F,N,Y,2,99000.0,248877.0,16033.5,189000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-12816,-254,-3397.0,-1862,,1,1,0,1,0,0,Cleaning staff,4.0,3,2,FRIDAY,9,0,0,0,0,0,0,School,0.520529875884841,0.5369779294243079,0.2314393514998941,0.1196,0.1098,0.9811,0.7416,0.0596,0.0,0.2759,0.1667,0.2083,0.1034,0.0975,0.1157,0.0,0.0,0.1218,0.1139,0.9811,0.7517,0.0602,0.0,0.2759,0.1667,0.2083,0.1058,0.1065,0.1206,0.0,0.0,0.1207,0.1098,0.9811,0.7451,0.06,0.0,0.2759,0.1667,0.2083,0.1052,0.0992,0.1178,0.0,0.0,reg oper account,block of flats,0.1236,Panel,No,0.0,0.0,0.0,0.0,-1644.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
296696,Cash loans,F,N,Y,0,261000.0,331920.0,17077.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-15989,-1929,-9943.0,-4300,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,Self-employed,0.6198509952267798,0.71546046695722,0.1614630800057724,0.0082,0.0,0.9687,0.5716,0.0012,0.0,0.069,0.0417,0.0833,0.0155,0.0067,0.0053,0.0,0.0,0.0084,0.0,0.9687,0.5884,0.0013,0.0,0.069,0.0417,0.0833,0.0158,0.0073,0.0055,0.0,0.0,0.0083,0.0,0.9687,0.5773,0.0012,0.0,0.069,0.0417,0.0833,0.0157,0.0068,0.0054,0.0,0.0,reg oper account,block of flats,0.006,"Stone, brick",No,0.0,0.0,0.0,0.0,-1758.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
309180,Cash loans,F,Y,Y,0,135000.0,550489.5,20880.0,454500.0,Family,Working,Higher education,Married,House / apartment,0.035792,-14639,-2551,-6854.0,-1538,11.0,1,1,0,1,0,0,Accountants,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Agriculture,0.3187439143278011,0.6093122967196236,0.7032033049040319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3224.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
317629,Cash loans,F,N,N,0,337500.0,945000.0,34074.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010032,-21081,-13413,-8381.0,-570,,1,1,1,1,1,0,Core staff,1.0,2,2,SATURDAY,13,0,0,0,0,0,0,Kindergarten,0.6247459243722223,0.5485800525081641,0.1491674613233488,0.034,0.0795,0.9881,,,0.0,0.1034,0.0833,,0.0907,,0.0331,,0.0154,0.0347,0.0825,0.9881,,,0.0,0.1034,0.0833,,0.0928,,0.0345,,0.0163,0.0344,0.0795,0.9881,,,0.0,0.1034,0.0833,,0.0923,,0.0337,,0.0157,,block of flats,0.0294,"Stone, brick",No,0.0,0.0,0.0,0.0,-560.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
325859,Cash loans,F,N,Y,0,117000.0,675000.0,25578.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0145199999999999,-14434,-5947,-8381.0,-5012,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Other,0.7198089682001557,0.601114775767333,0.3672910183026313,0.1851,0.1283,0.9841,0.7824,0.0313,0.2,0.1724,0.3333,0.375,0.0923,0.1509,0.1921,0.0,0.0025,0.1124,0.0867,0.9826,0.7713,0.0191,0.1208,0.1034,0.3333,0.375,0.0599,0.0983,0.1189,0.0,0.0,0.1868,0.1283,0.9841,0.7853,0.0315,0.2,0.1724,0.3333,0.375,0.0939,0.1535,0.1955,0.0,0.0026,reg oper account,block of flats,0.2356,Panel,No,13.0,0.0,13.0,0.0,-1428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
325992,Cash loans,M,N,Y,2,270000.0,269982.0,32170.5,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.02461,-13206,-3341,-7236.0,-4157,,1,1,0,1,0,1,Laborers,4.0,2,2,MONDAY,18,0,0,0,0,0,0,Business Entity Type 1,,0.6947231252168865,0.2764406945454034,0.123,0.0929,0.9816,,,0.1332,0.1148,0.3333,,,,0.1243,0.0013,0.0236,0.1502,0.0585,0.9816,,,0.1611,0.1379,0.3333,,,,0.0761,0.0,0.0,0.1489,0.1105,0.9816,,,0.16,0.1379,0.3333,,,,0.1524,0.0,0.0,,block of flats,0.0606,Panel,No,0.0,0.0,0.0,0.0,-1319.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
326145,Cash loans,F,N,N,0,243000.0,1350000.0,42034.5,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-15920,-3310,-1545.0,-4469,,1,1,1,1,1,0,Managers,2.0,3,3,SATURDAY,8,0,0,0,0,0,0,Emergency,0.6455596780508791,0.1998995950137859,0.2721336844147212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
326602,Cash loans,M,Y,Y,1,180000.0,224149.5,24268.5,193500.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.006629,-16358,-419,-7479.0,-4312,26.0,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,,0.7483400097636836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,-324.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
332041,Cash loans,F,Y,N,2,225000.0,675000.0,54121.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-13287,-3079,-6804.0,-5193,5.0,1,1,0,1,0,0,,4.0,1,1,TUESDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.4861504286755021,0.7032027869888424,0.5388627065779676,0.0928,0.1122,0.9831,0.7688,0.0,0.0,0.2069,0.1667,0.2083,0.0,0.0756,0.092,0.0,0.0,0.0945,0.1164,0.9831,0.7779,0.0,0.0,0.2069,0.1667,0.2083,0.0,0.0826,0.0959,0.0,0.0,0.0937,0.1122,0.9831,0.7719,0.0,0.0,0.2069,0.1667,0.2083,0.0,0.077,0.0937,0.0,0.0,reg oper account,block of flats,0.0724,Panel,No,2.0,0.0,2.0,0.0,-1792.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
340546,Cash loans,M,N,Y,0,112500.0,360000.0,18508.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-18211,-1120,-10184.0,-1306,,1,1,0,1,1,0,Security staff,1.0,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.3045014833994445,0.2512394458905693,0.0638,0.0548,0.9762,,,0.0044,0.1214,0.1667,,0.0115,,0.0573,,0.0476,0.063,0.0,0.9707,,,0.0,0.1379,0.1667,,0.0,,0.0523,,0.0,0.0625,0.0609,0.9771,,,0.0,0.1379,0.1667,,0.0101,,0.0536,,0.051,,block of flats,0.0449,"Stone, brick",No,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
340853,Cash loans,F,N,Y,0,135000.0,225000.0,17905.5,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-21731,365243,-7345.0,-4486,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.6278115105962464,0.2127563054543414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-267.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
345916,Cash loans,F,N,N,0,180000.0,525735.0,39438.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020246,-16426,-8006,-5185.0,-5828,,1,1,0,1,0,0,Laborers,1.0,3,3,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 2,,0.1876787416430611,0.6279908192952864,0.1216,0.1245,0.9776,0.6940000000000001,0.0492,0.0,0.2759,0.1667,0.2083,0.0769,0.0992,0.0738,0.0,0.0,0.1239,0.1292,0.9777,0.706,0.0497,0.0,0.2759,0.1667,0.2083,0.0787,0.1084,0.0769,0.0,0.0,0.1228,0.1245,0.9776,0.6981,0.0495,0.0,0.2759,0.1667,0.2083,0.0783,0.1009,0.0751,0.0,0.0,reg oper account,block of flats,0.085,Panel,No,0.0,0.0,0.0,0.0,-1799.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
347689,Cash loans,F,N,Y,0,108000.0,149256.0,15669.0,135000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018209,-13893,-2440,-6629.0,-5346,,1,1,0,1,1,0,Accountants,2.0,3,3,FRIDAY,7,0,0,0,0,0,0,Medicine,0.6502319259933931,0.4396532212588013,0.2032521136204725,0.1227,0.1481,0.9806,,,0.0,0.2759,0.1667,,0.1046,,0.1151,,0.0,0.125,0.1537,0.9806,,,0.0,0.2759,0.1667,,0.107,,0.1199,,0.0,0.1239,0.1481,0.9806,,,0.0,0.2759,0.1667,,0.1064,,0.1171,,0.0,,block of flats,0.1037,Panel,No,6.0,2.0,6.0,2.0,-2530.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
348209,Cash loans,F,N,Y,0,270000.0,167076.0,11880.0,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0196889999999999,-19041,-3404,-7914.0,-2488,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6833992500086097,0.3465002747868417,0.2778856891082046,0.0773,,0.9846,,,0.0,0.1379,0.1667,,0.0627,,0.0711,,,0.0788,,0.9846,,,0.0,0.1379,0.1667,,0.0642,,0.074,,,0.0781,,0.9846,,,0.0,0.1379,0.1667,,0.0638,,0.0723,,,,,0.0628,"Stone, brick",No,1.0,0.0,1.0,0.0,-1307.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
